f0_tab_normal,f0_tab_pitched,filename_tab
105.95447569716593,93.51494672968283,recording_mic_input_2025-03-02_21h54_52_495
111.77120059935837,99.3918287036571,recording_mic_input_2025-03-02_21h54_58_928
113.65574605382672,102.36632784361296,recording_mic_input_2025-03-02_21h55_04_899
101.54613639058648,103.13836596330611,recording_mic_input_2025-03-02_21h55_10_944
114.26525159600241,101.37835457980422,recording_mic_input_2025-03-02_21h55_17_203
