f0_tab_normal,f0_tab_pitched,filename_tab
117.00537741925011,105.41631446408175,recording_mic_input_sub-892025-03-04_16h40_19_557
110.98215382649872,100.36971495404251,recording_mic_input_sub-892025-03-04_16h40_25_220
111.12890170082369,99.64442885400553,recording_mic_input_sub-892025-03-04_16h40_31_456
111.56394031019288,99.6118385115119,recording_mic_input_sub-892025-03-04_16h40_37_415
118.12750822214943,107.39250777051507,recording_mic_input_sub-892025-03-04_16h40_43_693
