8.5632 	INFO 	Loaded monitor calibration from ['2025_02_19 18:27']
8.5787 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [3072, 1920]. Using actual size
8.9330 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000239B42EE0E0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000239B42EE080>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000239B43A9300>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3072, 1920]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.9331 	EXP 	window1: backgroundImage = ''
8.9331 	EXP 	window1: backgroundFit = 'none'
9.0160 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.0161 	EXP 	window1: recordFrameIntervals = False
9.2039 	EXP 	window1: recordFrameIntervals = True
9.3857 	EXP 	Screen (0) actual frame rate measured at 59.86Hz
9.3857 	EXP 	window1: recordFrameIntervals = False
11.5650 	INFO 	keyboard.Keyboard is using iohub backend.
11.5650 	INFO 	keyboard.Keyboard is using iohub backend.
11.8830 	WARNING 	Could not find exact match for specified parameters (index=12, sampleRateHz=48000, channels=1), falling back to best approximation (index=12, sampleRateHz=44100, channels=2)
11.8831 	INFO 	Using audio device #12 (Analogue 1 + 2 (Focusrite USB Audio)) for audio capture. Full spec: AudioDeviceInfo(deviceIndex=12, deviceName='Analogue 1 + 2 (Focusrite USB Audio)', hostAPIName='Windows WASAPI', outputChannels=0, outputLatency=(0.0, 0.0), inputChannels=2, inputLatency=(0.003, 0.01), defaultSampleRate=44100, audioLib='ptb')
11.9737 	EXP 	mt_stimuli_recording: status = STARTED
